UniProtKB_ac	n_resid	mean_pLDDT	has_catalytic_activity	has_EC	has_activity	autosite_score	autosite_score_50	autosite_score_70	autosite_score_90	autosite_score_95
Q8N365	385	54.89	False	False	False	53.83	53.83	30.59	0.00	0.00
Q8N370	569	78.42	False	False	False	86.81	86.81	63.37	34.47	34.47
Q8N377	158	50.95	False	False	False	23.11	22.08	0.00	0.00	0.00
Q8N386	305	70.00	False	False	False	40.71	40.71	40.71	40.71	0.00
Q8N387	334	53.08	False	False	False	25.07	25.07	20.44	0.00	0.00
Q8N398	1242	64.57	False	False	False	100.58	100.58	92.95	42.21	0.00
Q8N3A8	854	65.36	CATALYTIC ACTIVITY: Reaction=L-cysteinyl-[protein] + NAD(+) = H(+) + nicotinamide + S-(ADP-   D-ribosyl)-L-cysteinyl-[protein]; Xref=Rhea:RHEA:56612, Rhea:RHEA-   COMP:10131, Rhea:RHEA-COMP:14624, ChEBI:CHEBI:15378,   ChEBI:CHEBI:17154, ChEBI:CHEBI:29950, ChEBI:CHEBI:57540,   ChEBI:CHEBI:140607; Evidence={ECO:0000269|PubMed:25043379}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:56613;   Evidence={ECO:0000269|PubMed:25043379};	RecName: Full=Protein mono-ADP-ribosyltransferase PARP8 {ECO:0000305}; EC=2.4.2.-; AltName: Full=ADP-ribosyltransferase diphtheria toxin-like 16 {ECO:0000303|PubMed:20106667}; Short=ARTD16 {ECO:0000303|PubMed:20106667}; AltName: Full=Poly [ADP-ribose] polymerase 8 {ECO:0000303|PubMed:20106667}; Short=PARP-8 {ECO:0000303|PubMed:20106667};	True	63.20	63.20	63.17	63.17	0.00
Q8N3F0	131	82.50	False	False	False	43.07	43.07	43.07	23.83	23.83
Q8N3F9	429	66.54	False	False	False	78.72	78.72	78.72	39.11	0.00
Q8N3G9	435	78.92	False	False	False	34.20	34.20	34.20	34.20	29.46
Q8N3H0	131	88.38	False	False	False	35.89	35.89	35.89	35.89	35.89
Q8N3J3	647	54.79	False	False	False	63.67	63.67	63.67	26.72	0.00
Q8N3R3	496	79.63	False	False	False	52.43	52.43	52.43	52.43	26.25
Q8N3S3	785	59.78	False	False	False	114.42	114.42	69.81	25.85	0.00
Q8N3T6	1108	69.74	False	False	False	94.18	94.18	94.18	38.16	23.34
Q8N3U1	123	30.66	False	False	False	91.53	0.00	0.00	0.00	0.00
Q8N3V7	929	50.67	False	False	False	35.41	35.41	27.36	0.00	0.00
Q8N3Z0	413	79.26	False	False	False	88.59	88.59	88.59	34.93	30.74
Q8N3Z3	284	87.93	False	False	False	51.78	51.78	51.78	51.78	25.71
Q8N3Z6	543	53.61	False	False	False	59.59	59.59	59.59	0.00	0.00
Q8N402	240	51.29	False	False	False	23.08	23.08	23.08	0.00	0.00
Q8N412	459	62.29	False	False	False	32.48	32.48	27.61	0.00	0.00
Q8N446	348	44.76	False	False	False	60.74	60.74	41.67	0.00	0.00
Q8N468	514	76.99	False	False	False	88.58	88.58	88.58	37.03	0.00
Q8N485	282	84.14	False	False	False	53.17	53.17	53.17	48.96	24.45
Q8N4B5	295	61.86	False	False	False	32.05	32.05	24.93	0.00	0.00
Q8N4C0	152	38.07	False	False	False	72.31	0.00	0.00	0.00	0.00
Q8N4C9	275	45.59	False	False	False	63.99	28.27	28.27	0.00	0.00
Q8N4F7	328	82.70	False	False	False	50.55	50.55	50.55	31.67	20.84
Q8N4H0	392	56.66	False	False	False	95.49	95.49	95.49	25.62	0.00
Q8N4K4	120	58.02	False	False	False	36.98	34.25	0.00	0.00	0.00
Q8N4L1	468	71.36	False	False	False	70.70	70.70	70.70	26.71	26.34
Q8N4L2	257	72.07	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-   bisphosphate) + H2O = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-   inositol-5-phosphate) + phosphate; Xref=Rhea:RHEA:25674,   ChEBI:CHEBI:15377, ChEBI:CHEBI:43474, ChEBI:CHEBI:57795,   ChEBI:CHEBI:58456; EC=3.1.3.78;   Evidence={ECO:0000269|PubMed:16365287};	RecName: Full=Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase; Short=Type 2 PtdIns-4,5-P2 4-Ptase; EC=3.1.3.78 {ECO:0000269|PubMed:16365287}; AltName: Full=PtdIns-4,5-P2 4-Ptase II; AltName: Full=Transmembrane protein 55A;	True	39.68	39.68	31.95	0.00	0.00
Q8N4L4	309	54.48	False	False	False	33.93	33.93	25.48	0.00	0.00
Q8N4M1	653	80.29	False	False	False	69.22	69.22	69.22	48.60	25.28
Q8N4M7	172	35.31	False	False	False	122.12	0.00	0.00	0.00	0.00
Q8N4S0	544	64.56	False	False	False	44.70	44.70	44.70	44.70	31.58
Q8N511	208	80.98	False	False	False	40.33	40.33	40.33	0.00	0.00
Q8N535	108	60.30	False	False	False	34.00	0.00	0.00	0.00	0.00
Q8N567	271	69.20	False	False	False	45.26	45.26	41.54	0.00	0.00
Q8N594	471	70.25	False	RecName: Full=MPN domain-containing protein {ECO:0000305}; EC=3.4.-.- {ECO:0000250|UniProtKB:Q5VVJ2};	True	72.18	72.18	72.18	30.97	30.97
Q8N5C7	304	80.17	CATALYTIC ACTIVITY: Reaction=a uridine in tRNA + S-adenosyl-L-methionine = a 3-[(3S)-3-   amino-3-carboxypropyl]uridine in tRNA + H(+) + S-methyl-5'-   thioadenosine; Xref=Rhea:RHEA:62432, Rhea:RHEA-COMP:13339, Rhea:RHEA-   COMP:16092, ChEBI:CHEBI:15378, ChEBI:CHEBI:17509, ChEBI:CHEBI:59789,   ChEBI:CHEBI:65315, ChEBI:CHEBI:82930; EC=2.5.1.25;   Evidence={ECO:0000269|PubMed:31804502};	RecName: Full=tRNA-uridine aminocarboxypropyltransferase 1 {ECO:0000305}; EC=2.5.1.25 {ECO:0000269|PubMed:31804502}; AltName: Full=DTW domain-containing protein 1 {ECO:0000305};	True	72.93	72.93	72.93	32.66	27.90
Q8N5I3	272	81.49	False	False	False	54.19	54.19	54.19	28.80	0.00
Q8N5N4	141	66.08	False	False	False	32.21	32.21	25.39	0.00	0.00
Q8N5Q1	922	43.89	False	False	False	70.04	70.04	70.04	27.76	0.00
Q8N5S3	287	53.72	False	False	False	66.62	66.62	37.01	0.00	0.00
Q8N5U0	333	71.76	False	False	False	46.75	46.75	46.75	34.65	0.00
Q8N5W9	214	52.50	False	False	False	88.21	20.83	0.00	0.00	0.00
Q8N609	369	80.24	False	False	False	64.85	64.85	64.85	64.85	52.93
Q8N612	972	68.40	False	False	False	94.32	94.32	94.32	36.28	0.00
Q8N614	296	40.69	False	False	False	61.50	40.18	40.18	0.00	0.00
Q8N616	119	41.16	False	False	False	52.20	29.43	0.00	0.00	0.00
Q8N661	226	89.57	CATALYTIC ACTIVITY: Reaction=1-O-(1Z-alkenyl)-sn-glycero-3-phosphocholine + H2O = a 2,3-   saturated aldehyde + sn-glycerol 3-phosphocholine;   Xref=Rhea:RHEA:22544, ChEBI:CHEBI:15377, ChEBI:CHEBI:16870,   ChEBI:CHEBI:73359, ChEBI:CHEBI:77287; EC=3.3.2.2;   Evidence={ECO:0000269|PubMed:21515882};	RecName: Full=Lysoplasmalogenase; EC=3.3.2.2 {ECO:0000269|PubMed:21515882}; AltName: Full=Transmembrane protein 86B;	True	49.63	49.63	49.63	49.63	32.57
Q8N680	514	51.23	False	False	False	54.76	47.64	28.74	0.00	0.00
Q8N687	156	63.60	False	False	False	27.30	27.30	27.30	0.00	0.00
Q8N690	84	73.74	False	False	False	39.77	39.77	39.77	0.00	0.00
Q8N693	406	63.22	False	False	False	38.56	38.56	38.56	38.56	25.37
Q8N699	235	59.56	False	False	False	38.43	38.43	38.43	0.00	0.00
Q8N6C7	128	30.35	False	False	False	43.37	0.00	0.00	0.00	0.00
Q8N6F7	178	56.91	False	False	False	62.10	62.10	0.00	0.00	0.00
Q8N6G1	96	56.12	False	False	False	33.85	27.49	0.00	0.00	0.00
Q8N6G2	289	63.67	False	False	False	46.80	46.80	38.68	0.00	0.00
Q8N6G6	1762	69.95	False	False	False	58.99	58.99	45.02	26.69	0.00
Q8N6I1	236	57.28	False	False	False	51.50	51.50	26.22	26.22	0.00
Q8N6I4	163	62.91	False	False	False	42.09	42.09	33.26	0.00	0.00
Q8N6K0	151	60.21	False	False	False	42.54	42.54	42.54	0.00	0.00
Q8N6K4	173	55.02	False	False	False	30.70	30.70	0.00	0.00	0.00
Q8N6L1	136	82.32	False	False	False	55.54	55.54	55.54	30.11	21.91
Q8N6L7	170	73.19	False	False	False	24.71	24.71	23.47	0.00	0.00
Q8N6M3	262	87.22	CATALYTIC ACTIVITY: Reaction=an acyl-CoA + H2O = adenosine 3',5'-bisphosphate + an acyl-4'-   phosphopantetheine + 2 H(+); Xref=Rhea:RHEA:50044, ChEBI:CHEBI:15377,   ChEBI:CHEBI:15378, ChEBI:CHEBI:58342, ChEBI:CHEBI:58343,   ChEBI:CHEBI:132023; Evidence={ECO:0000255|HAMAP-Rule:MF_03230,   ECO:0000269|PubMed:32915949}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:50045;   Evidence={ECO:0000255|HAMAP-Rule:MF_03230,   ECO:0000305|PubMed:32915949};	RecName: Full=Acyl-coenzyme A diphosphatase FITM2 {ECO:0000255|HAMAP-Rule:MF_03230, ECO:0000303|PubMed:32915949}; EC=3.6.1.- {ECO:0000255|HAMAP-Rule:MF_03230, ECO:0000269|PubMed:32915949}; AltName: Full=Fat storage-inducing transmembrane protein 2 {ECO:0000255|HAMAP-Rule:MF_03230}; AltName: Full=Fat-inducing protein 2 {ECO:0000255|HAMAP-Rule:MF_03230};	True	43.01	43.01	43.01	38.49	29.34
Q8N6M8	205	76.76	False	False	False	21.96	21.96	21.96	21.44	0.00
Q8N6N3	182	61.48	False	False	False	32.39	32.39	25.41	0.00	0.00
Q8N6Q8	603	76.55	False	RecName: Full=Probable methyltransferase-like protein 25 {ECO:0000305}; EC=2.1.1.- {ECO:0000305};	True	61.71	61.71	61.71	45.72	28.86
Q8N6S5	226	57.47	False	False	False	41.25	41.25	27.94	0.00	0.00
Q8N6T0	577	70.04	False	False	False	71.52	71.52	71.52	23.31	0.00
Q8N6U2	182	52.31	False	False	False	24.87	24.87	0.00	0.00	0.00
Q8N6V4	93	93.99	False	False	False	23.86	23.86	23.86	23.86	23.86
Q8N729	165	58.39	False	False	False	26.68	26.68	0.00	0.00	0.00
Q8N755	202	91.56	False	False	False	55.40	55.40	55.40	55.40	25.97
Q8N769	122	56.24	False	False	False	31.34	25.43	25.43	0.00	0.00
Q8N7C4	229	71.30	False	False	False	45.46	45.46	42.82	23.12	0.00
Q8N7H1	131	61.61	False	False	False	0.00	0.00	0.00	0.00	0.00
Q8N7I0	195	40.65	False	False	False	67.38	0.00	0.00	0.00	0.00
Q8N7J2	671	51.74	False	False	False	24.29	24.29	0.00	0.00	0.00
Q8N7L0	139	77.07	False	False	False	31.06	31.06	31.06	25.82	25.82
Q8N7P1	536	82.93	False	False	False	76.56	76.56	76.56	37.77	33.02
Q8N7P7	452	50.93	False	False	False	60.28	60.28	0.00	0.00	0.00
Q8N7Q2	184	37.00	False	False	False	169.19	0.00	0.00	0.00	0.00
Q8N7R1	296	51.36	False	False	False	28.23	23.32	20.56	0.00	0.00
Q8N7S6	290	51.54	False	False	False	42.59	42.59	0.00	0.00	0.00
Q8N7U9	141	41.36	False	False	False	66.66	24.95	0.00	0.00	0.00
Q8N7X8	197	83.26	False	False	False	33.49	33.49	33.49	0.00	0.00
Q8N801	248	66.64	False	False	False	32.32	32.32	26.29	0.00	0.00
Q8N806	425	76.01	CATALYTIC ACTIVITY: Reaction=S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine +   [acceptor protein]-L-lysine = [E2 ubiquitin-conjugating enzyme]-L-   cysteine + N(6)-ubiquitinyl-[acceptor protein]-L-lysine.;   EC=2.3.2.27;	RecName: Full=Putative E3 ubiquitin-protein ligase UBR7; EC=2.3.2.27; AltName: Full=N-recognin-7; AltName: Full=RING-type E3 ubiquitin transferase UBR7;	True	55.38	55.38	55.38	55.38	41.26
Q8N812	135	42.55	False	False	False	48.13	26.24	0.00	0.00	0.00
Q8N813	242	48.60	False	False	False	43.84	43.84	0.00	0.00	0.00
Q8N814	137	39.12	False	False	False	33.64	0.00	0.00	0.00	0.00
Q8N815	330	84.75	False	False	False	64.92	64.92	64.92	64.92	28.33
Q8N816	258	46.73	False	False	False	68.16	68.16	23.64	0.00	0.00
Q8N865	590	57.59	False	False	False	67.84	45.38	45.38	0.00	0.00
Q8N8A8	192	70.67	False	False	False	67.64	67.64	67.64	25.95	0.00
Q8N8D7	197	76.53	False	False	False	42.54	40.32	34.00	0.00	0.00
Q8N8D9	126	47.62	False	False	False	117.43	117.43	0.00	0.00	0.00
Q8N8E1	139	53.89	False	False	False	0.00	0.00	0.00	0.00	0.00
Q8N8E3	955	76.09	False	False	False	38.74	38.74	38.74	0.00	0.00
Q8N8F6	280	66.17	False	False	False	42.99	42.99	42.99	27.89	0.00
Q8N8G2	317	54.13	False	False	False	46.31	46.31	36.02	0.00	0.00
Q8N8G6	183	55.03	False	False	False	34.05	33.83	22.98	21.79	0.00
Q8N8H1	164	56.55	False	False	False	23.06	23.06	0.00	0.00	0.00
Q8N8I6	264	39.15	False	False	False	96.87	32.85	0.00	0.00	0.00
Q8N8J7	132	58.58	False	False	False	30.36	30.36	25.63	0.00	0.00
Q8N8K9	716	59.30	False	False	False	71.49	71.49	31.84	25.52	0.00
Q8N8P6	123	48.96	False	False	False	22.32	22.29	0.00	0.00	0.00
Q8N8Q8	333	83.66	False	False	False	82.09	82.09	82.09	52.78	33.44
Q8N8Q9	360	83.35	False	False	False	62.34	62.34	62.34	62.34	36.76
Q8N8R5	385	77.33	False	False	False	97.34	97.34	97.34	34.00	34.00
Q8N8R7	260	81.39	False	False	False	43.08	43.08	43.08	32.58	26.37
Q8N8Z3	221	44.26	False	False	False	55.56	19.29	0.00	0.00	0.00
Q8N907	189	69.83	False	False	False	38.51	38.51	38.51	23.53	23.53
Q8N910	161	45.71	False	False	False	55.19	26.63	0.00	0.00	0.00
Q8N944	861	45.14	False	False	False	32.93	32.93	32.59	0.00	0.00
Q8N954	285	81.20	False	False	False	41.01	41.01	37.95	32.13	0.00
Q8N966	263	88.17	CATALYTIC ACTIVITY: Reaction=hexadecanoyl-CoA + L-cysteinyl-[protein] = CoA + S-   hexadecanoyl-L-cysteinyl-[protein]; Xref=Rhea:RHEA:36683, Rhea:RHEA-   COMP:10131, Rhea:RHEA-COMP:11032, ChEBI:CHEBI:29950,   ChEBI:CHEBI:57287, ChEBI:CHEBI:57379, ChEBI:CHEBI:74151;   EC=2.3.1.225; Evidence={ECO:0000269|PubMed:22399288}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:36684;   Evidence={ECO:0000305|PubMed:22399288};	RecName: Full=Palmitoyltransferase ZDHHC22 {ECO:0000305|PubMed:22399288}; EC=2.3.1.225 {ECO:0000269|PubMed:22399288}; AltName: Full=Zinc finger DHHC domain-containing protein 22 {ECO:0000312|HGNC:HGNC:20106}; Short=DHHC-22; Short=zDHHC22;	True	69.41	69.41	69.41	35.09	35.09
Q8N976	141	54.00	False	False	False	43.57	43.57	0.00	0.00	0.00
Q8N999	325	91.92	False	False	False	60.41	60.41	60.41	52.56	32.75
Q8N9A8	125	90.50	False	False	False	30.15	30.15	30.15	26.32	0.00
Q8N9B5	988	65.65	False	False	False	74.08	74.08	74.08	30.57	29.30
Q8N9H6	132	52.37	False	False	False	25.75	25.75	20.09	0.00	0.00
Q8N9H9	656	41.87	False	False	False	122.54	122.54	23.36	0.00	0.00
Q8N9I5	356	91.02	False	RecName: Full=Fatty acid desaturase 6; EC=1.14.19.-;	True	95.75	95.75	95.75	47.62	47.62
Q8N9L7	120	31.34	False	False	False	98.69	0.00	0.00	0.00	0.00
Q8N9P0	234	39.95	False	False	False	30.24	0.00	0.00	0.00	0.00
Q8N9P6	203	33.18	False	False	False	42.78	0.00	0.00	0.00	0.00
Q8N9Q2	155	64.39	False	False	False	34.08	34.08	26.83	0.00	0.00
Q8N9R0	145	45.03	False	False	False	49.74	0.00	0.00	0.00	0.00
Q8N9R8	606	85.71	False	False	False	109.35	109.35	109.35	63.76	31.82
Q8N9T2	125	58.04	False	False	False	28.77	28.77	0.00	0.00	0.00
Q8N9U9	137	61.98	False	False	False	51.26	51.26	25.94	0.00	0.00
Q8N9V7	1692	51.18	False	False	False	67.39	67.39	67.39	43.21	0.00
Q8N9W5	541	79.58	False	False	False	102.55	102.55	102.55	41.34	41.34
Q8N9W7	124	42.30	False	False	False	47.01	26.24	0.00	0.00	0.00
Q8N9W8	422	54.81	False	False	False	78.73	78.73	44.83	35.57	0.00
Q8N9X3	169	43.17	False	False	False	47.33	31.53	0.00	0.00	0.00
Q8N9X5	138	37.31	False	False	False	64.72	0.00	0.00	0.00	0.00
Q8N9Z2	235	59.41	False	False	False	53.50	53.50	27.70	0.00	0.00
Q8NA57	414	52.87	False	False	False	50.82	50.82	50.82	25.37	0.00
Q8NA69	505	55.10	False	False	False	43.28	43.28	27.28	0.00	0.00
Q8NA70	645	49.34	False	False	False	66.60	66.60	32.21	0.00	0.00
Q8NA77	164	57.70	False	False	False	31.03	31.03	22.48	0.00	0.00
Q8NA96	180	55.47	False	False	False	39.50	39.50	0.00	0.00	0.00
Q8NA97	138	40.54	False	False	False	69.29	22.71	0.00	0.00	0.00
Q8NAA5	344	74.45	False	False	False	55.60	55.60	55.60	28.01	25.51
Q8NAA6	179	35.04	False	False	False	124.22	20.00	0.00	0.00	0.00
Q8NAE3	123	41.45	False	False	False	38.59	38.59	0.00	0.00	0.00
Q8NAF0	562	60.26	False	False	False	61.37	61.37	41.56	0.00	0.00
Q8NAJ2	232	36.06	False	False	False	85.27	0.00	0.00	0.00	0.00
Q8NAN2	632	64.43	False	False	False	107.51	107.51	107.51	107.51	33.47
Q8NAQ8	132	40.32	False	False	False	44.58	0.00	0.00	0.00	0.00
Q8NAS9	161	57.25	False	False	False	68.57	68.57	0.00	0.00	0.00
Q8NAV2	365	53.58	False	False	False	28.26	28.26	23.70	0.00	0.00
Q8NAX2	398	59.01	False	False	False	27.64	27.64	27.64	0.00	0.00
Q8NB15	252	72.18	False	False	False	43.78	43.78	41.94	26.10	0.00
Q8NBA8	298	82.67	CATALYTIC ACTIVITY: Reaction=a uridine in tRNA + S-adenosyl-L-methionine = a 3-[(3S)-3-   amino-3-carboxypropyl]uridine in tRNA + H(+) + S-methyl-5'-   thioadenosine; Xref=Rhea:RHEA:62432, Rhea:RHEA-COMP:13339, Rhea:RHEA-   COMP:16092, ChEBI:CHEBI:15378, ChEBI:CHEBI:17509, ChEBI:CHEBI:59789,   ChEBI:CHEBI:65315, ChEBI:CHEBI:82930; EC=2.5.1.25;   Evidence={ECO:0000269|PubMed:31804502};	RecName: Full=tRNA-uridine aminocarboxypropyltransferase 2 {ECO:0000305}; EC=2.5.1.25 {ECO:0000269|PubMed:31804502}; AltName: Full=DTW domain-containing protein 2;	True	92.94	92.94	92.94	38.73	27.26
Q8NBB2	130	55.04	False	False	False	28.82	28.82	0.00	0.00	0.00
Q8NBC4	194	52.13	False	False	False	24.96	24.96	0.00	0.00	0.00
Q8NBD8	167	90.44	False	False	False	57.08	57.08	57.08	57.08	57.08
Q8NBF4	154	30.06	False	False	False	73.47	0.00	0.00	0.00	0.00
Q8NBF6	648	72.90	False	False	False	64.05	64.05	64.05	45.59	42.23
Q8NBH2	661	79.78	False	RecName: Full=Kyphoscoliosis peptidase {ECO:0000305}; EC=3.4.-.- {ECO:0000250|UniProtKB:Q8C8H8};	True	74.37	74.37	74.37	42.61	42.61
Q8NBI5	491	81.96	False	False	False	107.20	107.20	87.65	30.63	30.63
Q8NBJ9	832	80.08	False	False	False	73.81	73.81	73.81	67.46	25.35
Q8NBL3	297	71.98	False	False	False	65.45	65.45	52.98	24.56	0.00
Q8NBM8	494	89.75	False	RecName: Full=Prenylcysteine oxidase-like; EC=1.8.3.-; Flags: Precursor;	True	102.59	102.59	102.59	102.59	34.44
Q8NBN3	555	71.98	False	False	False	87.67	87.67	87.67	39.98	0.00
Q8NBR0	393	60.63	False	False	False	82.65	82.65	31.34	0.00	0.00
Q8NBR9	251	29.14	False	False	False	49.09	0.00	0.00	0.00	0.00
Q8NBT3	493	78.25	False	False	False	114.74	114.74	114.74	29.47	29.47
Q8NBX0	429	94.37	False	RecName: Full=Saccharopine dehydrogenase-like oxidoreductase; EC=1.-.-.-;	True	109.65	109.65	109.65	109.65	44.90
Q8NBZ0	244	66.57	False	False	False	22.06	22.06	22.06	22.06	22.06
Q8NBZ9	246	45.07	False	False	False	25.09	0.00	0.00	0.00	0.00
Q8NC38	126	60.55	False	False	False	22.54	22.54	22.54	0.00	0.00
Q8NC51	408	54.42	False	False	False	38.65	38.65	0.00	0.00	0.00
Q8NC54	265	57.63	False	False	False	23.83	23.83	0.00	0.00	0.00
Q8NCA5	518	67.67	False	False	False	34.19	34.19	32.89	32.89	29.96
Q8NCE2	650	69.26	False	RecName: Full=Myotubularin-related protein 14; EC=3.1.3.-; AltName: Full=HCV NS5A-transactivated protein 4 splice variant A-binding protein 1; Short=NS5ATP4ABP1; AltName: Full=hJumpy;	True	51.38	51.38	51.38	32.74	31.05
Q8NCG5	386	90.57	CATALYTIC ACTIVITY: Reaction=3'-phosphoadenylyl sulfate + 3-O-{N-acetyl-beta-D-   glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-   galactosaminyl}-L-threonyl-[protein] = 3-O-{6-O-sulfo-N-acetyl-beta-   D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-   galactosaminyl}-L-threonyl-[protein] + adenosine 3',5'-bisphosphate +   H(+); Xref=Rhea:RHEA:67856, Rhea:RHEA-COMP:17368, Rhea:RHEA-   COMP:17369, ChEBI:CHEBI:15378, ChEBI:CHEBI:58339, ChEBI:CHEBI:58343,   ChEBI:CHEBI:176489, ChEBI:CHEBI:176492;   Evidence={ECO:0000269|PubMed:11439191}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:67857;   Evidence={ECO:0000305|PubMed:11439191};	RecName: Full=Carbohydrate sulfotransferase 4; EC=2.8.2.- {ECO:0000269|PubMed:10330415, ECO:0000269|PubMed:11439191, ECO:0000269|PubMed:11726653, ECO:0000269|PubMed:12107080}; AltName: Full=Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3; Short=GST-3; AltName: Full=High endothelial cells N-acetylglucosamine 6-O-sulfotransferase; Short=HEC-GlcNAc6ST; AltName: Full=L-selectin ligand sulfotransferase; Short=LSST; AltName: Full=N-acetylglucosamine 6-O-sulfotransferase 2; Short=GlcNAc6ST-2; Short=Gn6st-2;	True	67.56	67.56	67.56	67.56	40.33
Q8NCH0	376	82.95	CATALYTIC ACTIVITY: Reaction=n 3'-phosphoadenylyl sulfate + dermatan = n adenosine 3',5'-   bisphosphate + dermatan 4'-sulfate + n H(+); Xref=Rhea:RHEA:48052,   Rhea:RHEA-COMP:9965, Rhea:RHEA-COMP:11986, ChEBI:CHEBI:15378,   ChEBI:CHEBI:58339, ChEBI:CHEBI:58343, ChEBI:CHEBI:58465,   ChEBI:CHEBI:60059; EC=2.8.2.35;   Evidence={ECO:0000269|PubMed:11470797, ECO:0000269|PubMed:19661164};	RecName: Full=Carbohydrate sulfotransferase 14; EC=2.8.2.35; AltName: Full=Dermatan 4-sulfotransferase 1; Short=D4ST-1; Short=hD4ST1;	True	62.13	62.13	62.13	62.13	39.50
Q8NCL9	501	82.12	False	False	False	135.09	135.09	135.09	71.62	36.09
Q8NCQ2	148	60.43	False	False	False	23.23	23.23	0.00	0.00	0.00
Q8NCQ5	510	76.75	False	False	False	58.86	58.86	58.86	58.86	0.00
Q8NCQ7	364	45.30	False	False	False	54.53	40.30	0.00	0.00	0.00
Q8NCR9	226	87.01	False	False	False	44.02	44.02	44.02	0.00	0.00
Q8NCS4	154	79.17	False	False	False	42.44	42.44	42.44	23.73	0.00
Q8NCS7	719	82.47	False	False	False	65.14	65.14	65.14	65.14	31.52
Q8NCT3	520	59.71	False	False	False	81.77	81.77	51.55	27.92	22.49
Q8ND61	904	58.77	False	False	False	77.87	77.87	38.62	30.20	0.00
Q8ND82	737	59.49	False	False	False	79.86	79.86	59.48	46.18	0.00
Q8NDA8	1641	84.23	False	False	False	52.27	52.27	52.27	30.74	0.00
Q8NDB6	213	66.85	False	False	False	35.14	35.14	35.14	22.11	0.00
Q8NDH6	482	67.81	False	False	False	70.10	70.10	36.88	28.14	26.28
Q8NDM7	1665	77.41	False	False	False	100.61	100.61	100.61	24.93	0.00
Q8NDW8	1320	80.16	False	False	False	125.66	125.66	125.66	0.00	0.00
Q8NDX9	201	74.71	False	False	False	63.73	63.73	63.73	23.48	0.00
Q8NDY4	140	35.85	False	False	False	87.11	0.00	0.00	0.00	0.00
Q8NDY8	209	59.08	False	False	False	34.28	34.28	34.28	0.00	0.00
Q8NDZ0	799	50.54	False	False	False	81.42	81.42	68.04	28.95	0.00
Q8NDZ2	872	58.68	False	False	False	74.69	74.69	74.69	65.57	25.13
Q8NDZ4	430	89.12	False	False	False	64.96	64.96	64.96	64.96	42.06
Q8NDZ6	487	82.24	False	False	False	54.46	54.46	54.46	47.38	35.60
Q8NE00	496	80.58	False	False	False	97.67	97.67	97.67	45.80	0.00
Q8NE22	299	87.26	False	RecName: Full=SET domain-containing protein 9; EC=2.1.1.-;	True	71.88	71.88	71.88	42.60	33.67
Q8NE65	137	59.91	False	False	False	94.25	94.25	63.91	0.00	0.00
Q8NEA5	215	61.29	False	False	False	37.99	37.99	27.06	0.00	0.00
Q8NEB5	264	92.24	CATALYTIC ACTIVITY: Reaction=a 1,2-diacyl-sn-glycerol 3-diphosphate + H2O = a 1,2-diacyl-   sn-glycero-3-phosphate + H(+) + phosphate; Xref=Rhea:RHEA:27449,   ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:43474,   ChEBI:CHEBI:58608, ChEBI:CHEBI:59996; EC=3.1.3.81;   Evidence={ECO:0000269|PubMed:17590538}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:27450;   Evidence={ECO:0000305|PubMed:17590538};	RecName: Full=Phospholipid phosphatase 5 {ECO:0000312|HGNC:HGNC:25026}; EC=3.1.3.4 {ECO:0000269|PubMed:17590538}; EC=3.1.3.81 {ECO:0000269|PubMed:17590538}; AltName: Full=Phosphatidic acid phosphatase type 2 domain-containing protein 1B {ECO:0000312|HGNC:HGNC:25026};	True	43.27	43.27	43.27	43.27	36.45
Q8NEB7	543	62.63	False	False	False	48.34	48.34	48.34	30.59	0.00
Q8NEC7	633	84.46	False	False	False	68.26	68.26	68.26	53.90	43.99
Q8NEE0	82	62.28	False	False	False	30.96	30.96	22.03	0.00	0.00
Q8NEG0	241	71.75	False	False	False	57.35	57.35	57.35	49.06	39.30
Q8NEG2	295	63.66	False	False	False	43.62	43.62	36.36	0.00	0.00
Q8NEG7	585	86.07	False	False	False	114.30	114.30	114.30	38.03	31.65
